Time,COP X,COP Y
40.45892,4.115197,-1.122684
40.4751,3.933453,-1.224805
40.49195,3.804472,-1.280925
40.50888,3.739696,-1.318663
40.52485,3.712648,-1.374756
40.54137,3.64684,-1.4151
40.55793,3.64684,-1.4151
40.57462,3.593094,-1.497149
40.59155,3.469866,-1.563032
40.60764,3.469866,-1.563032
40.62461,3.469097,-1.593616
40.64139,3.45749,-1.651169
40.65735,3.45749,-1.651169
40.67434,3.474715,-1.838803
40.69054,3.474715,-1.838803
40.70723,3.492316,-1.872823
40.72421,3.436218,-1.909103
40.74017,3.353089,-1.959106
40.75673,3.353089,-1.959106
40.7733,3.162858,-2.030881
40.79025,2.980886,-2.12524
40.80643,2.980886,-2.12524
40.823,2.855692,-2.152438
40.83991,2.855692,-2.152438
40.85613,2.527932,-2.194644
40.8728,2.059672,-2.210016
40.88978,1.653414,-2.213209
40.90673,1.653414,-2.213209
40.92278,0.5830323,-2.249097
40.93972,0.5830323,-2.249097
40.95569,-0.7154621,-2.427747
40.97262,-0.7154621,-2.427747
40.98867,-1.239472,-2.554595
41.00563,-2.061548,-2.807795
41.02249,-2.061548,-2.807795
41.03856,-2.061548,-2.807795
41.05562,-2.72683,-2.854212
41.0715,-2.786586,-2.847279
41.0885,-2.758743,-2.844027
41.10463,-2.758743,-2.844027
41.1212,-2.546345,-2.765695
41.13832,-2.546345,-2.765695
41.15433,-2.074052,-2.689331
41.17107,-1.716846,-2.647532
41.18804,-1.31963,-2.592038
41.20403,-0.9294068,-2.555433
41.2206,-0.5731413,-2.534822
41.23717,-0.5731413,-2.534822
41.25386,0.04305261,-2.502962
41.27081,0.2865541,-2.479475
41.28687,0.4837986,-2.467557
41.30371,0.732204,-2.482799
41.32069,0.8926492,-2.466995
41.33689,0.8926492,-2.466995
41.35374,1.209495,-2.430303
41.3697,1.295102,-2.414341
41.38662,1.377535,-2.401933
41.40283,1.488776,-2.41103
41.41957,1.488776,-2.41103
41.43597,1.625242,-2.378185
41.45259,1.631391,-2.366021
41.46953,1.715614,-2.353043
41.48567,1.732927,-2.355886
41.50264,1.744315,-2.357614
41.51951,1.744315,-2.357614
41.53538,1.786088,-2.324773
41.55193,1.875089,-2.316481
41.56889,1.90761,-2.295255
41.58584,2.01162,-2.24398
41.6017,2.143285,-2.198388
41.6186,2.143285,-2.198388
41.63512,2.250404,-2.131335
41.65233,2.250404,-2.131335
41.66803,2.313542,-2.061684
41.68448,2.313542,-2.061684
41.70103,2.341569,-2.073851
41.71789,2.341569,-2.073851
41.73435,2.353353,-2.095565
41.75073,2.339819,-2.100258
41.76751,2.339819,-2.100258
41.78387,2.323747,-2.116589
41.80043,2.179718,-2.154363
41.81713,2.179718,-2.154363
41.83363,2.042256,-2.169728
41.8506,1.961267,-2.13964
41.86759,1.843779,-2.134747
41.88362,1.733534,-2.171299
41.90051,1.670183,-2.136621
41.91662,1.670183,-2.136621
41.93342,1.545807,-2.147953
41.94953,1.505234,-2.166351
41.96658,1.48965,-2.139528
41.98267,1.457832,-2.124997
42.00022,1.453138,-2.108666
42.01627,1.453138,-2.108666
42.03321,1.358216,-2.092168
42.04915,1.26538,-2.086357
42.0655,1.200507,-2.070077
42.08207,1.15705,-2.06271
42.09904,1.15705,-2.06271
42.11604,0.9932008,-2.055701
42.13196,0.8709695,-2.06612
42.1488,0.7513422,-2.04867
42.1649,0.6500357,-2.061692
42.18168,0.5136153,-2.055478
42.19868,0.5136153,-2.055478
42.21466,0.1509151,-2.061599
42.23117,-0.09191309,-2.053086
42.24851,-0.3744512,-2.061839
42.2645,-0.5795311,-2.076765
42.28086,-0.7333381,-2.056993
42.29743,-0.7333381,-2.056993
42.31438,-0.898562,-2.016196
42.33157,-0.898562,-2.016196
42.34753,-0.9385791,-2.017994
42.36446,-0.8510595,-2.030377
42.38027,-0.7021571,-2.017101
42.39722,-0.7021571,-2.017101
42.4142,-0.4187903,-2.018919
42.43015,-0.0904147,-2.039294
42.44701,0.02893461,-2.02743
42.46318,0.02893461,-2.02743
42.47993,0.02893461,-2.02743
42.49623,0.1956457,-2.002261
42.51281,0.4537673,-2.002562
42.52975,0.4537673,-2.002562
42.54684,0.6299871,-2.032502
42.5627,1.000493,-2.089327
42.57963,1.000493,-2.089327
42.59563,1.438867,-2.19134
42.6122,1.715181,-2.224882
42.62952,1.715181,-2.224882
42.64545,2.321643,-2.380065
42.6624,2.669411,-2.450415
42.67847,2.669411,-2.450415
42.69503,3.570385,-2.620603
42.7116,3.570385,-2.620603
42.72827,4.679185,-2.764483
42.74473,5.208264,-2.867782
42.76155,5.6299,-2.933067
42.77847,5.6299,-2.933067
42.79462,6.316849,-3.021584
42.811,6.505524,-3.050647
42.82757,6.730038,-3.132718
42.84455,6.879416,-3.181869
42.8607,7.055506,-3.26381
42.87761,7.055506,-3.26381
42.89469,7.24861,-3.383288
42.9104,7.316788,-3.497134
42.92696,7.286603,-3.555991
42.94353,7.358903,-3.647319
42.96047,7.431551,-3.744269
42.97667,7.431551,-3.744269
42.99326,7.456443,-3.9532
43.01028,7.455035,-4.075249
43.02637,7.476739,-4.215681
43.04319,7.477256,-4.359979
43.05996,7.477256,-4.359979
43.07607,7.586442,-4.50224
43.09263,7.606534,-4.500878
43.10986,7.663043,-4.54401
43.12577,7.694158,-4.564192
43.14249,7.79662,-4.629184
43.1594,7.79662,-4.629184
43.17548,7.813303,-4.638581
43.19203,7.838722,-4.627562
43.2086,7.843907,-4.626688
43.22528,7.766384,-4.622258
43.24173,7.766384,-4.622258
43.2583,7.766384,-4.622258
43.27538,7.601121,-4.543981
43.29143,7.601121,-4.543981
43.30828,7.386804,-4.497499
43.32457,7.386804,-4.497499
43.34113,7.363829,-4.497938
43.3577,7.363829,-4.497938
43.37452,7.164303,-4.484439
43.39083,6.959592,-4.489746
43.40756,6.959592,-4.489746
43.42461,6.842539,-4.491358
43.44053,6.815968,-4.492066
43.4571,6.815968,-4.492066
43.47385,6.717381,-4.479249
43.49023,6.766063,-4.506673
43.50686,6.766063,-4.506673
43.52369,6.998824,-4.507131
43.54019,6.998824,-4.507131
43.55736,6.998824,-4.507131
43.57316,7.119437,-4.476281
43.59014,7.065843,-4.509435
43.607,7.002408,-4.517692
43.62298,7.002408,-4.517692
43.63937,7.002408,-4.517692
43.6559,6.628856,-4.575869
43.67247,6.436657,-4.645574
43.68924,6.21756,-4.632453
43.7056,6.060598,-4.670052
43.72243,5.8747,-4.717553
43.73873,5.8747,-4.717553
43.7553,5.547141,-4.766727
43.77187,5.341325,-4.81321
43.78843,5.105662,-4.827375
43.80515,4.805552,-4.87826
43.82193,4.463875,-4.931747
43.839,4.463875,-4.931747
43.85491,3.603905,-5.091665
43.87185,3.156356,-5.19709
43.88783,2.776747,-5.303047
43.90473,2.42783,-5.398251
43.92097,1.991079,-5.489747
43.93761,1.991079,-5.489747
43.95457,1.517593,-5.688498
43.9716,1.45879,-5.739723
43.98746,1.352915,-5.776247
44.00444,1.183529,-5.81464
44.0204,1.04024,-5.833802
44.03759,1.04024,-5.833802
44.05358,0.5782483,-5.873426
44.07024,0.2391695,-5.905858
44.08736,-0.1603437,-5.922861
44.1032,-0.5086725,-5.939377
44.12014,-0.8231088,-5.939113
44.1371,-0.8231088,-5.939113
44.15305,-1.470208,-5.991938
44.16997,-1.470208,-5.991938
44.18697,-1.646953,-6.007709
44.20293,-1.815977,-6.040794
44.21917,-1.815977,-6.040794
44.23593,-1.902698,-6.027168
44.25288,-1.900423,-6.005881
44.26887,-1.900423,-6.005881
44.28587,-1.786453,-5.978589
44.302,-1.786453,-5.978589
44.3186,-1.786453,-5.978589
44.33556,-1.366013,-5.866346
44.3517,-1.366013,-5.866346
44.36843,-0.8954659,-5.807307
44.38548,-0.6651019,-5.778811
44.40141,-0.4431868,-5.758663
44.41839,-0.4431868,-5.758663
44.43453,-0.2645986,-5.719355
44.45122,0.1626416,-5.666161
44.46843,0.3564333,-5.65393
44.48436,0.5370121,-5.648373
44.50113,0.8120318,-5.622653
44.51802,0.8120318,-5.622653
44.53406,1.493256,-5.558166
44.5505,1.966319,-5.437922
44.56713,2.50342,-5.315293
44.58387,2.917924,-5.213695
44.6002,3.103276,-5.202819
44.6168,3.103276,-5.202819
44.63377,3.590294,-4.862725
44.6499,3.617648,-4.832639
44.66665,3.56559,-4.78862
44.68303,3.43683,-4.809329
44.6996,3.43683,-4.809329
44.71654,2.900322,-4.809987
44.73273,2.552423,-4.836256
44.74942,2.20815,-4.822669
44.7664,1.827706,-4.836749
44.78262,1.563245,-4.829905
44.79955,1.563245,-4.829905
44.81557,0.9972902,-4.786908
44.83232,0.7698997,-4.728258
44.84943,0.5703361,-4.69295
44.86624,0.4090311,-4.657607
44.88204,0.2813926,-4.613372
44.89929,0.2813926,-4.613372
44.91508,0.1251585,-4.566122
44.93203,0.03946297,-4.570918
44.94817,-0.02050705,-4.563418
44.96509,-0.04469177,-4.540092
44.98123,-0.1375626,-4.512432
44.99784,-0.1375626,-4.512432
45.01475,-0.1420043,-4.500978
45.03171,-0.1453718,-4.441558
45.0475,-0.1453718,-4.441558
45.06406,-0.107081,-4.377518
45.08105,-0.09193148,-4.358183
45.09791,-0.09193148,-4.358183
45.11388,0.0232773,-4.178467
45.13035,0.07603957,-4.087278
45.1469,0.07603957,-4.087278
45.16372,0.2287459,-3.934153
45.18003,0.2287459,-3.934153
45.19664,0.2287459,-3.934153
45.21317,0.3253461,-3.744198
45.23056,0.3807132,-3.677202
45.24652,0.4537307,-3.535213
45.26363,0.5012113,-3.476509
45.27943,0.5012113,-3.476509
45.29661,0.560179,-3.366996
45.31256,0.5833632,-3.335795
45.3293,0.5681622,-3.312723
45.34624,0.567777,-3.304239
45.36347,0.4868582,-3.29207
45.37917,0.4868582,-3.29207
45.39622,0.4336843,-3.275254
45.41207,0.1711454,-3.225254
45.42905,0.01509536,-3.238253
45.44593,-0.1818045,-3.244778
45.46167,-0.3013113,-3.249404
45.47823,-0.3013113,-3.249404
45.49488,-0.3964841,-3.286194
45.51177,-0.3662857,-3.294799
45.52873,-0.27299,-3.303813
45.54473,-0.1516179,-3.296873
45.56168,-0.01381903,-3.30638
45.57763,-0.01381903,-3.30638
45.59459,0.2589882,-3.310122
45.6115,0.4271302,-3.341422
45.62751,0.6158936,-3.364237
45.64445,0.7802323,-3.386114
45.66047,1.010336,-3.432909
45.67703,1.010336,-3.432909
45.6936,1.365957,-3.448879
45.71017,1.64255,-3.447493
45.72673,1.837682,-3.430014
45.74342,2.155496,-3.367582
45.76037,2.155496,-3.367582
45.77731,2.155496,-3.367582
45.79327,2.490272,-3.336798
45.81001,2.613835,-3.311456
45.82618,2.883112,-3.294709
45.84312,2.883112,-3.294709
45.85987,2.883112,-3.294709
45.87606,3.112633,-3.306222
45.8924,3.250259,-3.350694
45.90897,3.532085,-3.457229
45.92571,3.532085,-3.457229
45.9421,3.780642,-3.543545
45.95867,3.780642,-3.543545
45.97554,4.250141,-3.71474
45.99247,4.649112,-3.955548
46.00845,4.649112,-3.955548
46.02561,4.832094,-4.103864
46.04155,5.054189,-4.575106
46.05818,5.054189,-4.575106
46.0754,5.284099,-5.00327
46.0912,5.312605,-5.226809
46.10805,5.312605,-5.226809
46.12433,5.471209,-5.662987
46.14096,5.471209,-5.662987
46.15812,5.471209,-5.662987
46.17404,5.741313,-6.16048
46.19081,5.797004,-6.277471
46.20781,5.824176,-6.383217
46.22373,5.855375,-6.453354
46.24068,5.913443,-6.505734
46.25687,5.913443,-6.505734
46.27357,6.054065,-6.584594
46.29,6.116371,-6.611845
46.30659,6.149274,-6.651361
46.32358,6.147655,-6.693414
46.34047,6.154033,-6.724052
46.35627,6.154033,-6.724052
46.37284,6.074726,-6.789809
46.38943,5.996201,-6.847479
46.40649,5.943287,-6.90105
46.42253,5.863493,-6.938361
46.43943,5.863493,-6.938361
46.45603,5.807321,-7.0334
46.47223,5.771389,-7.078865
46.48887,5.784509,-7.118564
46.50537,5.833531,-7.184498
46.52193,5.932193,-7.209617
46.53873,5.932193,-7.209617
46.55507,6.200773,-7.240517
46.57165,6.307293,-7.283254
46.58857,6.283985,-7.32817
46.60556,6.283985,-7.32817
46.62134,6.173753,-7.352352
46.6379,6.173753,-7.352352
46.65448,5.9731,-7.466633
46.67103,5.59062,-7.519616
46.68844,5.59062,-7.519616
46.70446,5.403352,-7.544115
46.72145,4.909976,-7.631228
46.73744,4.909976,-7.631228
46.75427,4.334569,-7.675612
46.77043,4.334569,-7.675612
46.7873,4.074919,-7.67633
46.80404,3.356545,-7.73129
46.82013,3.356545,-7.73129
46.83704,3.356545,-7.73129
46.85401,2.826469,-7.734138
46.86997,2.826469,-7.734138
46.88692,2.648938,-7.732984
46.90297,2.648938,-7.732984
46.91983,2.648938,-7.732984
46.93669,2.331922,-7.804394
46.95267,2.331922,-7.804394
46.96959,2.401134,-7.827815
46.9858,2.532198,-7.870981
47.00248,2.643091,-7.876367
47.01948,2.643091,-7.876367
47.03658,2.941325,-7.895288
47.05207,3.045318,-7.911104
47.06863,3.218908,-7.965332
47.08525,3.30586,-7.959889
47.10223,3.293542,-8.004551
47.11833,3.293542,-8.004551
47.1349,3.164517,-8.000613
47.15147,3.053418,-8.001742
47.16827,2.941991,-8.034095
47.1846,2.793311,-8.007174
47.20116,2.572261,-8.015605
47.21802,2.572261,-8.015605
47.23487,2.094431,-8.020142
47.2509,1.790062,-8.036083
47.2679,1.507015,-8.039509
47.28481,1.140213,-8.023871
47.30071,0.6737202,-8.00492
47.31764,0.6737202,-8.00492
47.3337,-0.3742089,-7.997325
47.35057,-1.007329,-7.982467
47.36683,-1.622279,-7.989251
47.38348,-2.267146,-7.977734
47.40042,-2.90477,-7.992396
47.41742,-2.90477,-7.992396
47.43345,-4.138095,-8.018621
47.45039,-4.626888,-8.042103
47.46635,-5.049654,-8.079588
47.48341,-5.360731,-8.078032
47.49937,-5.360731,-8.078032
47.51614,-5.879949,-8.101205
47.53323,-5.879949,-8.101205
47.54906,-5.863141,-8.059536
47.56599,-5.623266,-7.927281
47.58303,-5.623266,-7.927281
47.59889,-5.623266,-7.927281
47.61586,-5.334419,-7.793674
47.6319,-5.184618,-7.708978
47.64872,-5.120341,-7.700478
47.66599,-4.978379,-7.610953
47.68195,-4.929243,-7.557801
47.6989,-4.929243,-7.557801
47.71486,-4.891556,-7.493914
47.7313,-4.917675,-7.375523
47.74788,-4.917675,-7.375523
47.76484,-4.972439,-7.284977
47.78181,-5.08716,-7.264869
47.79763,-5.08716,-7.264869
47.81413,-5.33317,-7.229377
47.83071,-5.487781,-7.227852
47.84748,-5.690626,-7.236666
47.86387,-5.899632,-7.26075
47.88041,-5.899632,-7.26075
47.89745,-5.899632,-7.26075
47.91354,-6.302929,-7.32786
47.93052,-6.660499,-7.403956
47.94719,-6.774432,-7.416337
47.96444,-6.807608,-7.426114
47.98013,-6.993968,-7.474789
47.99636,-6.993968,-7.474789
48.01305,-7.116492,-7.513228
48.03017,-7.096437,-7.539971
48.04607,-7.169111,-7.583687
48.06263,-7.169928,-7.600415
48.0792,-7.169928,-7.600415
48.09585,-7.075057,-7.596637
48.1128,-7.043456,-7.597232
48.12971,-7.022595,-7.613749
48.1457,-6.981081,-7.603955
48.16264,-6.928503,-7.583682
48.17863,-6.928503,-7.583682
48.19553,-6.917006,-7.579917
48.21173,-6.928031,-7.587397
48.22852,-6.865854,-7.562852
48.24541,-6.89542,-7.5633
48.26242,-6.906084,-7.563319
48.278,-6.906084,-7.563319
48.29457,-6.859007,-7.567708
48.31126,-6.824848,-7.545211
48.32824,-6.823743,-7.518099
48.34446,-6.808468,-7.507845
48.36109,-6.810236,-7.50244
48.3774,-6.810236,-7.50244
48.39406,-6.724059,-7.476755
48.41124,-6.710957,-7.440194
48.42719,-6.6247,-7.426787
48.44366,-6.546136,-7.402571
48.46023,-6.418996,-7.367906
48.47682,-6.418996,-7.367906
48.49397,-6.286545,-7.283716
48.50994,-6.286545,-7.283716
48.52669,-6.189589,-7.220059
48.54366,-6.179341,-7.146978
48.55964,-6.179341,-7.146978
48.57655,-5.952056,-6.94977
48.59353,-5.952056,-6.94977
48.60948,-5.91059,-6.849468
48.62641,-5.771726,-6.712972
48.6426,-5.657494,-6.635373
48.65903,-5.657494,-6.635373
48.67629,-5.465343,-6.533129
48.69217,-5.324839,-6.485416
48.70916,-5.20474,-6.451784
48.7253,-5.104837,-6.426527
48.74187,-4.931548,-6.377803
48.75843,-4.931548,-6.377803
48.77523,-4.775675,-6.336411
48.79213,-4.461854,-6.239508
48.80813,-4.338899,-6.179283
48.82495,-4.179711,-6.112037
48.84127,-4.018217,-6.023396
48.85795,-4.018217,-6.023396
48.87491,-3.658517,-5.828179
48.89177,-3.495094,-5.688568
48.90773,-3.240431,-5.508738
48.92463,-2.973613,-5.290021
48.94067,-2.658955,-5.059974
48.95758,-2.658955,-5.059974
48.9738,-1.988261,-4.634133
48.99051,-1.64718,-4.470104
49.00741,-1.26442,-4.337322
49.0235,-0.9473883,-4.273353
49.04031,-0.4650983,-4.223766
49.05756,-0.4650983,-4.223766
49.07325,0.3760849,-4.203076
49.09024,0.8246293,-4.157267
49.10719,1.188552,-4.181869
49.12315,1.56187,-4.180827
49.13947,1.56187,-4.180827
49.15612,1.998325,-4.242779
49.173,2.317732,-4.356319
49.18917,2.317732,-4.356319
49.20599,2.464487,-4.374689
49.22231,2.604885,-4.429107
49.23893,2.604885,-4.429107
49.25543,2.926034,-4.536582
49.272,2.926034,-4.536582
49.2888,3.044429,-4.560941
49.30565,3.163941,-4.615221
49.3217,3.261246,-4.646519
49.33862,3.261246,-4.646519
49.35551,3.599699,-4.618736
49.37159,3.599699,-4.618736
49.38871,3.703333,-4.561195
49.40469,3.703333,-4.561195
49.4211,3.965422,-4.570705
49.43766,3.965422,-4.570705
49.45459,4.084224,-4.652132
49.4708,4.217935,-4.722088
49.48767,4.217935,-4.722088
49.50393,4.315918,-4.882763
49.52054,4.35327,-4.955622
49.53765,4.35327,-4.955622
49.55363,4.413416,-5.142588
49.5704,4.408645,-5.26198
49.58677,4.458304,-5.348827
49.60336,4.477896,-5.438429
49.6199,4.477896,-5.438429
49.63647,4.573006,-5.675557
49.65345,4.600335,-5.78906
49.67018,4.684904,-5.885973
49.68624,4.763576,-6.015085
49.7032,4.80767,-6.163679
49.72021,4.882519,-6.338435
49.73611,4.882519,-6.338435
49.75243,5.190957,-6.685601
49.76904,5.370903,-6.834707
49.78597,5.60279,-7.002728
49.80293,5.855301,-7.107944
49.81882,5.855301,-7.107944
49.83527,6.400318,-7.313746
49.85184,6.582459,-7.367751
49.86864,6.67243,-7.446916
49.88561,6.775877,-7.565565
49.90158,6.775877,-7.565565
49.91859,6.775877,-7.565565
49.93468,6.649452,-7.684628
49.95158,6.544397,-7.749553
49.9678,6.285241,-7.78988
49.98446,6.251533,-7.832858
50.00129,6.15399,-7.833983
50.01832,6.15399,-7.833983
50.03419,5.962007,-7.862989
50.05063,5.819091,-7.900805
50.0672,5.819091,-7.900805
50.08407,5.785993,-7.915063
50.10033,5.737414,-7.914329
50.11698,5.737414,-7.914329
50.13403,5.640993,-7.96106
50.15086,5.640993,-7.96106
50.16695,5.489005,-7.951321
50.18376,5.160663,-7.984001
50.19976,5.160663,-7.984001
50.2163,4.599313,-8.061611
50.23286,4.599313,-8.061611
50.24964,4.261644,-8.119322
50.26661,3.291898,-8.211555
50.2826,3.291898,-8.211555
50.29948,3.291898,-8.211555
50.3157,1.725646,-8.393503
50.33262,1.292645,-8.475768
50.3496,0.9345649,-8.501873
50.36553,0.9345649,-8.501873
50.38227,0.467411,-8.542001
50.39943,0.467411,-8.542001
50.41537,0.04172839,-8.537303
50.43224,-0.1629672,-8.568074
50.44823,-0.3235376,-8.572031
50.46506,-0.4947722,-8.569347
50.48137,-0.6744636,-8.569311
50.49808,-0.6744636,-8.569311
50.5145,-0.9485028,-8.588885
50.53107,-1.090214,-8.599491
50.54777,-1.181755,-8.601727
50.56476,-1.257096,-8.60221
50.58076,-1.383155,-8.624125
50.59762,-1.383155,-8.624125
50.6139,-1.468922,-8.59043
50.63058,-1.577975,-8.569648
50.64751,-1.620187,-8.560859
50.66446,-1.662444,-8.575747
50.68061,-1.715859,-8.548385
50.6974,-1.715859,-8.548385
50.71331,-1.746585,-8.584513
50.72987,-1.730989,-8.608292
50.74643,-1.747351,-8.625706
50.76323,-1.694439,-8.633369
50.7804,-1.674274,-8.667684
50.79637,-1.674274,-8.667684
50.81311,-1.510687,-8.692775
50.82927,-1.510687,-8.692775
50.84602,-1.415117,-8.685574
50.86307,-1.356878,-8.71354
50.87897,-1.356878,-8.71354
50.89553,-0.9277858,-8.747058
50.9121,-0.9277858,-8.747058
50.92959,-0.7631236,-8.759995
50.94533,-0.5179583,-8.782076
50.9618,-0.3247207,-8.795904
50.97837,-0.3247207,-8.795904
50.99554,0.1478029,-8.816047
51.0115,0.4252518,-8.792892
51.02843,0.8240388,-8.760509
51.04539,0.8240388,-8.760509
51.06133,1.035963,-8.764019
51.0783,1.035963,-8.764019
51.09433,1.11395,-8.760761
51.11092,1.085682,-8.772904
51.12767,1.085682,-8.772904
51.14403,0.8484514,-8.738926
51.16066,0.7277715,-8.750648
51.17757,0.7277715,-8.750648
51.1942,0.3310377,-8.77664
51.2103,0.09407517,-8.763709
51.22713,-0.141004,-8.767476
51.24394,-0.3979265,-8.751957
51.26096,-0.3979265,-8.751957
51.27679,-0.3979265,-8.751957
51.29331,-1.050222,-8.673803
51.31015,-1.269289,-8.671359
51.32627,-1.478819,-8.643901
51.3432,-1.478819,-8.643901
51.35997,-1.478819,-8.643901
51.37597,-1.816802,-8.518627
51.39253,-1.910127,-8.488267
51.40937,-1.966206,-8.391376
51.42567,-1.991016,-8.345961
51.44229,-2.053164,-8.215874
51.45922,-2.053164,-8.215874
51.47536,-2.127168,-8.086362
51.49215,-2.140065,-8.036341
51.50913,-2.15714,-7.950186
51.52508,-2.103891,-7.846829
51.54202,-2.114798,-7.765189
51.5582,-2.114798,-7.765189
51.57491,-2.136718,-7.628538
51.59134,-2.129408,-7.527548
51.6079,-2.066473,-7.420101
51.62479,-2.042443,-7.3466
51.64178,-2.002955,-7.254987
51.6577,-2.002955,-7.254987
51.67466,-1.961063,-7.14257
51.69073,-1.902923,-7.111975
51.7076,-1.787051,-7.035067
51.72387,-1.787051,-7.035067
51.74051,-1.64625,-6.957567
51.7575,-1.64625,-6.957567
51.77357,-1.556413,-6.942634
51.79013,-1.466695,-6.864988
51.8067,-1.366862,-6.839258
51.8235,-1.092812,-6.758787
51.84047,-1.079898,-6.689019
51.85641,-1.079898,-6.689019
51.87316,-0.6301768,-6.413996
51.89031,-0.5196153,-6.341867
51.9061,-0.5196153,-6.341867
51.92266,-0.2475623,-6.168181
51.93923,-0.2475623,-6.168181
51.95592,-0.00664362,-5.964341
51.97288,-0.00664362,-5.964341
51.98993,0.1331086,-5.870348
52.00584,0.3777318,-5.640953
52.02274,0.4687868,-5.503724
52.03864,0.4687868,-5.503724
52.0552,0.7342018,-5.256496
52.07177,0.7342018,-5.256496
52.08855,0.9763958,-5.01105
52.1049,0.9763958,-5.01105
52.12162,1.255348,-4.777541
52.1386,1.255348,-4.777541
52.1546,1.603639,-4.564304
52.17157,1.700181,-4.473776
52.18853,1.820003,-4.366166
52.20446,1.975369,-4.246442
52.2213,2.089538,-4.177391
52.23825,2.089538,-4.177391
52.254,2.307625,-4.062506
52.27057,2.387103,-4.015669
52.28713,2.461346,-3.968543
52.30408,2.566606,-3.941386
52.32092,2.607978,-3.87282
52.33712,2.607978,-3.87282
52.35405,2.784218,-3.883973
52.36996,2.844889,-3.882447
52.38692,2.880088,-3.904085
52.40372,2.920433,-3.918633
52.4197,2.920433,-3.918633
52.43663,3.003895,-3.948846
52.45358,3.02601,-3.971632
52.46954,3.02798,-3.98462
52.48651,3.076182,-4.046128
52.5025,3.062207,-4.082577
52.51941,3.062207,-4.082577
52.53637,3.027447,-4.17909
52.55232,3.026951,-4.272054
52.56927,2.980134,-4.384143
52.58623,2.917382,-4.492118
52.6019,2.899057,-4.610353
52.61847,2.899057,-4.610353
52.63519,2.783011,-4.862759
52.65228,2.783011,-4.862759
52.66817,2.741321,-4.919149
52.68507,2.714642,-5.022072
52.70202,2.714642,-5.022072
52.71799,2.714642,-5.022072
52.73497,2.768317,-5.060555
52.751,2.877445,-5.069014
52.76775,3.254257,-5.023542
52.7848,3.254257,-5.023542
52.8007,3.488447,-4.995541
52.81761,3.488447,-4.995541
52.83456,4.217313,-4.920427
52.85052,4.423302,-4.931984
52.86743,4.423302,-4.931984
52.88353,4.677876,-4.982165
52.90043,4.800634,-5.040236
52.91743,4.800634,-5.040236
52.93344,4.798539,-5.074776
52.95026,4.798539,-5.074776
52.9672,4.837766,-5.163675
52.98316,4.837766,-5.163675
53.00015,4.555851,-5.241845
53.01607,4.555851,-5.241845
53.03264,4.144092,-5.358006
53.05002,3.881176,-5.418686
53.06595,3.569726,-5.525928
53.08287,3.225244,-5.607994
53.0989,3.225244,-5.607994
53.11557,2.347991,-5.909619
53.13229,1.785111,-6.123158
53.1486,1.193018,-6.334143
53.16529,0.4230525,-6.554047
53.18209,-0.3496398,-6.771494
53.19919,-0.3496398,-6.771494
53.21512,-1.874244,-7.115614
53.23211,-2.51458,-7.224972
53.24902,-3.131165,-7.359747
53.26456,-3.654792,-7.443345
53.28113,-4.098049,-7.506878
53.2979,-4.098049,-7.506878
53.31486,-4.87022,-7.607879
53.33083,-5.210594,-7.655478
53.34782,-5.477088,-7.623034
53.36466,-5.714011,-7.652767
53.38063,-5.927819,-7.623905
53.39759,-5.927819,-7.623905
53.41457,-6.290776,-7.62328
53.43048,-6.566679,-7.652373
53.44743,-6.566679,-7.652373
53.4634,-6.649567,-7.651657
53.48035,-6.83432,-7.671752
53.4965,-6.83432,-7.671752
53.51328,-6.89118,-7.642933
53.52963,-6.964283,-7.65124
53.5462,-7.000803,-7.629971
53.56312,-6.958986,-7.600404
53.57933,-6.958986,-7.600404
53.59602,-6.88988,-7.416939
53.61299,-6.88988,-7.416939
53.62903,-7.002547,-7.426123
53.64591,-7.140501,-7.427547
53.66217,-7.140501,-7.427547
53.67878,-7.140501,-7.427547
53.6953,-7.38181,-7.50552
53.71186,-7.510686,-7.521145
53.72867,-7.538282,-7.525187
53.745,-7.538282,-7.525187
53.76159,-7.497357,-7.510289
53.77855,-7.497357,-7.510289
53.7947,-7.450089,-7.483718
53.81142,-7.37116,-7.489313
53.82784,-7.197251,-7.454341
53.84441,-7.046844,-7.442693
53.86131,-6.845963,-7.384515
53.87753,-6.845963,-7.384515
53.8942,-6.476126,-7.325114
53.91067,-6.277759,-7.303546
53.92723,-6.107158,-7.284462
53.94412,-5.867216,-7.199932
53.96037,-5.627503,-7.108495
53.97702,-5.627503,-7.108495
53.99397,-4.986606,-6.874678
54.0101,-4.605178,-6.760778
54.02707,-4.278052,-6.684124
54.0432,-3.943685,-6.569693
54.06,-3.583528,-6.506922
54.07695,-3.583528,-6.506922
54.09389,-2.939123,-6.326207
54.11005,-2.615479,-6.249822
54.12603,-2.288537,-6.156193
54.1428,-2.026609,-6.048162
54.15974,-2.026609,-6.048162
54.17574,-1.504643,-5.946456
54.19263,-1.241151,-5.874145
54.20958,-1.028593,-5.794079
54.22554,-0.630317,-5.607298
54.242,-0.630317,-5.607298
54.25857,-0.630317,-5.607298
54.27513,-0.135515,-5.296897
54.2917,-0.135515,-5.296897
54.30854,-0.0051968,-5.168921
54.32548,0.2018022,-5.089449
54.3414,0.3250733,-4.967994
54.35817,0.3250733,-4.967994
54.37453,0.6487628,-4.755271
54.39117,0.9279342,-4.591731
54.40807,1.029745,-4.511194
54.42518,1.111552,-4.394435
